date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:27	145728/145728	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Aug%202015%2001:19:42%20GMT	https://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/869c2d6f242d741817ff4faa7c092811.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/869c2d6f242d741817ff4faa7c092811.png	(from https://goitmc.com/)
23:28:27	33543/33543	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202016%2003:28:26%20GMT	https://goitmc.com/training/apple/mac-integration-certification	C:/xampp/htdocs/plantillas/plantilla/goitmc.com/training/apple/mac-integration-certification.html	(from https://goitmc.com/)
23:28:29	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:28%20GMT	http://d3hdz4r8kacav0.cloudfront.net/uploads/2016/01/iOS-8-Logo-2.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2016/01/iOS-8-Logo-2.png	(from https://goitmc.com/)
23:28:29	34542/34542	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202016%2003:28:27%20GMT	https://goitmc.com/training/apple/ios-technician-training	C:/xampp/htdocs/plantillas/plantilla/goitmc.com/training/apple/ios-technician-training.html	(from https://goitmc.com/)
23:28:30	31644/31644	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202016%2020:43:33%20GMT	https://d3hdz4r8kacav0.cloudfront.net/uploads/2016/01/iOS-8-Logo-2.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2016/01/iOS-8-Logo-2.png	(from https://goitmc.com/)
23:28:30	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:28%20GMT	https://goitmc.com/training/adobe/photoshop/	C:/xampp/htdocs/plantillas/plantilla/goitmc.com/training/adobe/photoshop/index.html	(from https://goitmc.com/)
23:28:30	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:29%20GMT	http://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/a8a22679567190aba370dfa1fa33b807.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/a8a22679567190aba370dfa1fa33b807.png	(from https://goitmc.com/)
23:28:31	17296/17296	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Aug%202015%2001:23:45%20GMT	https://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/a8a22679567190aba370dfa1fa33b807.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/a8a22679567190aba370dfa1fa33b807.png	(from https://goitmc.com/)
23:28:31	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:31%20GMT	http://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/801e3dc6bc8c5d2188947eb407f3eec7.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/801e3dc6bc8c5d2188947eb407f3eec7.png	(from https://goitmc.com/)
23:28:31	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:31%20GMT	http://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/e2840e676678df7b200e936625273882.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/e2840e676678df7b200e936625273882.png	(from https://goitmc.com/)
23:28:31	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:30%20GMT	https://goitmc.com/training/adobe/lightroom/	C:/xampp/htdocs/plantillas/plantilla/goitmc.com/training/adobe/lightroom/index.html	(from https://goitmc.com/)
23:28:31	74967/74967	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Aug%202015%2001:24:04%20GMT	https://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/801e3dc6bc8c5d2188947eb407f3eec7.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/801e3dc6bc8c5d2188947eb407f3eec7.png	(from https://goitmc.com/)
23:28:32	11402/11402	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Aug%202015%2001:24:21%20GMT	https://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/e2840e676678df7b200e936625273882.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/e2840e676678df7b200e936625273882.png	(from https://goitmc.com/)
23:28:32	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:31%20GMT	https://goitmc.com/training/adobe/illustrator/	C:/xampp/htdocs/plantillas/plantilla/goitmc.com/training/adobe/illustrator/index.html	(from https://goitmc.com/)
23:28:33	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Jul%202016%2003:28:32%20GMT	http://d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/c94fb72598d76dccc8c8865c3cd56daf.png	C:/xampp/htdocs/plantillas/plantilla/d3hdz4r8kacav0.cloudfront.net/uploads/2015/08/c94fb72598d76dccc8c8865c3cd56daf.png	(from https://goitmc.com/)
